Unnamed: 0,Home_wins,Home_losses,Home_OT,Away_wins,Away_losses,Away_OT,Home_goals,Home_pim,Home_shots,Home_powerPlayPercentage,Home_powerPlayGoals,Home_powerPlayOpportunities,Home_faceOffWinPercentage,Home_blocked,Home_takeaways,Home_giveaways,Home_hits,Away_goals,Away_pim,Away_shots,Away_powerPlayPercentage,Away_powerPlayGoals,Away_powerPlayOpportunities,Away_faceOffWinPercentage,Away_blocked,Away_takeaways,Away_giveaways,Away_hits,Win_Diff,Loss_Diff,OT_Diff,Goals_Diff,Shots_Diff,Blocked_Diff,PIM_Diff,PowerPlayGoals_Diff,Takeaways_Diff,Giveaways_Diff,Hits_Diff,Winner_binary
2019020821,23,22,6,25,21,6,0,4,12,0.0,0.0,1.0,0.588,2,0,5,7,0,2,4,0.0,0.0,2.0,0.41200000000000003,5,2,2,3,-2,1,0,0,8,-3,2,0.0,-2,3,4,0.0
2019020822,26,23,4,24,20,7,1,2,9,0.0,0.0,1.0,0.5770000000000001,2,2,8,10,1,2,15,0.0,0.0,1.0,0.423,4,2,6,7,2,3,-3,0,-6,-2,0,0.0,0,2,3,1.0
2019020824,26,21,7,28,18,6,0,2,12,0.0,0.0,0.0,0.43799999999999994,5,1,4,10,0,0,4,0.0,0.0,1.0,0.562,6,1,5,13,-2,3,1,0,8,-1,2,0.0,0,-1,-3,0.0
2019020823,27,20,6,22,27,4,0,5,16,0.0,0.0,2.0,0.524,4,4,9,11,0,9,9,0.0,0.0,0.0,0.47600000000000003,3,7,5,5,5,-7,2,0,7,1,-4,0.0,-3,4,6,1.0
2019020825,25,22,4,28,18,7,3,0,13,0.0,0.0,1.0,0.45,4,4,3,15,1,2,9,0.0,0.0,0.0,0.55,3,3,4,4,-3,4,-3,2,4,1,-2,0.0,1,-1,11,0.0
2019020826,25,21,7,32,10,12,0,2,5,0.0,0.0,0.0,0.609,7,5,4,5,0,0,16,0.0,0.0,1.0,0.391,2,5,1,14,-7,11,-5,0,-11,5,2,0.0,0,3,-9,1.0
2019020831,30,15,6,19,30,5,0,0,7,0.0,0.0,0.0,0.43799999999999994,12,4,9,7,2,0,5,0.0,0.0,0.0,0.562,6,4,7,6,11,-15,1,-2,2,6,0,0.0,0,2,1,0.0
2019020828,25,23,7,22,26,5,1,4,7,1.0,1.0,1.0,0.47100000000000003,4,1,10,10,0,2,14,0.0,0.0,2.0,0.529,6,0,2,10,3,-3,2,1,-7,-2,2,1.0,1,8,0,0.0
2019020832,29,17,7,18,24,10,0,2,9,0.0,0.0,1.0,0.632,5,0,3,7,1,2,10,0.0,0.0,1.0,0.368,2,2,2,6,11,-7,-3,-1,-1,3,0,0.0,-2,1,1,1.0
2019020827,23,23,7,12,38,4,0,4,8,0.0,0.0,2.0,0.562,0,2,2,9,2,4,7,0.0,0.0,0.0,0.43799999999999994,4,1,1,7,11,-15,3,-2,1,-4,0,0.0,1,1,2,1.0
2019020830,29,17,6,27,21,7,1,2,13,0.5,1.0,2.0,0.52,3,3,4,6,1,4,7,0.0,0.0,1.0,0.48,4,3,6,11,2,-4,-1,0,6,-1,-2,1.0,0,-2,-5,1.0
2019020829,33,15,5,33,14,5,2,2,16,0.0,0.0,1.0,0.429,2,1,1,10,0,4,10,0.0,0.0,1.0,0.5710000000000001,6,3,0,8,0,1,0,2,6,-4,-2,0.0,-2,1,2,0.0
2019020833,18,24,11,29,16,6,1,0,5,0.0,0.0,2.0,0.444,3,1,5,11,1,4,13,0.0,0.0,0.0,0.556,10,2,1,6,-11,8,5,0,-8,-7,-4,0.0,-1,4,5,1.0
2019020835,24,22,6,30,19,5,3,9,13,0.5,1.0,2.0,0.52,8,0,0,4,0,9,10,0.0,0.0,2.0,0.48,5,2,3,3,-6,3,1,3,3,3,0,1.0,-2,-3,1,0.0
2019020834,32,14,8,26,23,5,0,2,13,0.0,0.0,2.0,0.45,5,1,2,11,1,4,9,0.0,0.0,1.0,0.55,2,1,1,3,6,-9,3,-1,4,3,-2,0.0,0,1,8,1.0
2019020836,27,21,6,25,20,7,1,0,16,0.0,0.0,0.0,0.409,4,8,8,11,2,0,11,0.0,0.0,0.0,0.591,7,2,4,3,2,1,-1,-1,5,-3,0,0.0,6,4,8,1.0
2019020838,27,21,7,30,20,3,1,2,10,0.0,0.0,1.0,0.5,2,2,2,7,0,2,8,0.0,0.0,1.0,0.5,5,3,4,8,-3,1,4,1,2,-3,0,0.0,-1,-2,-1,1.0
2019020837,28,19,6,23,27,4,2,6,12,0.0,0.0,1.0,0.368,9,4,5,6,2,2,14,0.33299999999999996,1.0,3.0,0.632,3,3,3,6,5,-8,2,0,-2,6,4,-1.0,1,2,0,1.0
